team,conference,positionGroup,averageRating,totalRating,commits,averageStars,year
California,Pac-12,Defensive Line,0.8419333497683207,2.5258,3,3.0000000000000000,2013
California,Pac-12,Linebacker,0.8450000286102295,0.845,1,3.0000000000000000,2013
California,Pac-12,Offensive Line,0.8565000096956888,2.5695,3,3.3333333333333333,2013
California,Pac-12,Quarterback,0.9154000282287598,0.9154,1,4.0000000000000000,2013
California,Pac-12,Receiver,0.8144000172615051,0.8144,1,3.0000000000000000,2013
California,Pac-12,Running Back,0.8799999952316284,0.88,1,3.0000000000000000,2013
California,Pac-12,Special Teams,0.8374999761581421,0.8375,1,3.0000000000000000,2013
Central Arkansas,Southland,Offensive Line,0.8111000061035156,0.8111,1,3.0000000000000000,2013
Central Arkansas,Southland,Quarterback,0.7799999713897705,0.78,1,2.0000000000000000,2013
Central Arkansas,Southland,Running Back,0.800599992275238,0.8006,1,3.0000000000000000,2013
Central Michigan,Mid-American,Defensive Back,0.7632333437601725,2.2897,3,2.3333333333333333,2013
Central Michigan,Mid-American,Defensive Line,0.7626500129699707,3.0506,4,2.0000000000000000,2013
Central Michigan,Mid-American,Linebacker,0.757500022649765,1.5150001,2,2.0000000000000000,2013
Central Michigan,Mid-American,Offensive Line,0.8082749992609024,3.2331002,4,2.7500000000000000,2013
Central Michigan,Mid-American,Quarterback,0.7964000105857849,0.7964,1,2.0000000000000000,2013
Central Michigan,Mid-American,Receiver,0.7906000018119812,1.5812,2,2.0000000000000000,2013
Central Michigan,Mid-American,Running Back,0.7383000254631042,0.7383,1,2.0000000000000000,2013
Central Michigan,Mid-American,Special Teams,0.82669997215271,0.8267,1,3.0000000000000000,2013
Charlotte,FCS Independents,Defensive Back,0.7266499996185303,1.4533,2,2.0000000000000000,2013
Charlotte,FCS Independents,Defensive Line,0.7266666491826376,2.1799998,3,2.0000000000000000,2013
Charlotte,FCS Independents,Linebacker,0.7775000035762787,1.5550001,2,2.5000000000000000,2013
Charlotte,FCS Independents,Offensive Line,0.7713750004768372,3.0855,4,2.5000000000000000,2013
Charlotte,FCS Independents,Receiver,0.699999988079071,2.1,3,2.0000000000000000,2013
Charlotte,FCS Independents,Running Back,0.7629499733448029,1.5258999,2,2.0000000000000000,2013
Charlotte,FCS Independents,Special Teams,0.7494999965031942,2.2485,3,2.3333333333333333,2013
Chattanooga,Southern,Defensive Line,0.8199999928474426,0.82,1,3.0000000000000000,2013
Chattanooga,Southern,Offensive Line,0.754150003194809,1.5083001,2,2.0000000000000000,2013
Chattanooga,Southern,Quarterback,0.733299970626831,0.7333,1,2.0000000000000000,2013
Chattanooga,Southern,Receiver,0.7900000214576721,0.79,1,2.0000000000000000,2013
Cincinnati,American Athletic,Defensive Back,0.78329998254776,0.7833,1,2.0000000000000000,2013
Cincinnati,American Athletic,Defensive Line,0.7986000180244446,0.7986,1,3.0000000000000000,2013
Cincinnati,American Athletic,Offensive Line,0.8149999976158142,0.815,1,3.0000000000000000,2013
Cincinnati,American Athletic,Quarterback,0.8328999876976013,2.4987,3,3.0000000000000000,2013
Cincinnati,American Athletic,Receiver,0.8412000139554342,2.5236,3,3.3333333333333333,2013
Clemson,ACC,Defensive Back,0.8766666650772095,2.6299999,3,3.3333333333333333,2013
Clemson,ACC,Defensive Line,0.8999000191688538,1.7998,2,4.0000000000000000,2013
Clemson,ACC,Linebacker,0.894550010561943,3.5782,4,3.7500000000000000,2013
Clemson,ACC,Offensive Line,0.901850014925003,1.8037,2,3.5000000000000000,2013
Clemson,ACC,Receiver,0.8905333280563354,2.6715999,3,3.3333333333333333,2013
Clemson,ACC,Running Back,0.9294999837875366,0.9295,1,4.0000000000000000,2013
Clemson,ACC,Special Teams,0.8679499924182892,1.7358999,2,3.5000000000000000,2013
Coastal Carolina,Big South,Offensive Line,0.804099977016449,0.8041,1,3.0000000000000000,2013
Coastal Carolina,Big South,Receiver,0.8014000058174133,0.8014,1,3.0000000000000000,2013
Coastal Carolina,Big South,Special Teams,0.7400000095367432,0.74,1,2.0000000000000000,2013
Colgate,Patriot,Defensive Back,0.7592999935150146,0.7593,1,2.0000000000000000,2013
Colgate,Patriot,Defensive Line,0.699999988079071,0.7,1,2.0000000000000000,2013
Colgate,Patriot,Offensive Line,0.7400000095367432,0.74,1,2.0000000000000000,2013
Colorado,Pac-12,Defensive Line,0.8193333347638448,2.4580002,3,2.6666666666666667,2013
Colorado,Pac-12,Linebacker,0.8053500056266785,1.6107,2,2.5000000000000000,2013
Colorado,Pac-12,Offensive Line,0.8228400111198425,4.1142,5,2.8000000000000000,2013
Colorado,Pac-12,Quarterback,0.8777999877929688,0.8778,1,3.0000000000000000,2013
Colorado,Pac-12,Receiver,0.8373999893665314,1.6747999,2,3.0000000000000000,2013
Colorado,Pac-12,Running Back,0.8071666757265726,2.4215,3,2.3333333333333333,2013
Colorado State,Mountain West,Defensive Back,0.7869000136852264,1.5738001,2,2.5000000000000000,2013
Colorado State,Mountain West,Defensive Line,0.7821999986966451,2.3466,3,2.3333333333333333,2013
Colorado State,Mountain West,Linebacker,0.7850666642189026,2.3552,3,2.3333333333333333,2013
Colorado State,Mountain West,Offensive Line,0.7838999927043915,1.5678,2,2.5000000000000000,2013
Colorado State,Mountain West,Quarterback,0.8382999897003174,0.8383,1,3.0000000000000000,2013
Colorado State,Mountain West,Receiver,0.763299971818924,1.5265999,2,2.0000000000000000,2013
Colorado State,Mountain West,Running Back,0.800000011920929,0.8,1,3.0000000000000000,2013
Colorado State,Mountain West,Special Teams,0.7889000177383423,1.5778,2,2.5000000000000000,2013
Columbia,Ivy,Quarterback,0.8108000159263611,0.8108,1,3.0000000000000000,2013
Dartmouth,Ivy,Offensive Line,0.733299970626831,0.7333,1,2.0000000000000000,2013
Delaware,CAA,Defensive Back,0.8055999875068665,0.8056,1,3.0000000000000000,2013
Delaware,CAA,Quarterback,0.7993000149726868,0.7993,1,3.0000000000000000,2013
Delaware,CAA,Receiver,0.7874000072479248,0.7874,1,2.0000000000000000,2013
Duke,ACC,Defensive Back,0.8210200071334839,4.1051,5,3.0000000000000000,2013
Duke,ACC,Defensive Line,0.7785000205039978,0.7785,1,2.0000000000000000,2013
Duke,ACC,Linebacker,0.8564000129699707,0.8564,1,3.0000000000000000,2013
Duke,ACC,Offensive Line,0.8066999912261963,0.8067,1,3.0000000000000000,2013
Duke,ACC,Quarterback,0.8276000022888184,1.6552,2,3.0000000000000000,2013
Duke,ACC,Receiver,0.817100003361702,3.2684002,4,2.7500000000000000,2013
Duke,ACC,Running Back,0.7928000092506409,0.7928,1,2.0000000000000000,2013
Duke,ACC,Special Teams,0.8091000020503998,1.6182001,2,3.0000000000000000,2013
Duquesne,NEC,Defensive Back,0.7950000166893005,1.59,2,2.5000000000000000,2013
Duquesne,NEC,Offensive Line,0.7682999968528748,0.7683,1,2.0000000000000000,2013
East Carolina,Conference USA,Defensive Back,0.773166666428248,4.639,6,2.5000000000000000,2013
East Carolina,Conference USA,Defensive Line,0.7754499912261963,3.1018,4,2.2500000000000000,2013
East Carolina,Conference USA,Linebacker,0.8423999945322672,2.5272,3,3.0000000000000000,2013
East Carolina,Conference USA,Offensive Line,0.7760000030199686,2.328,3,2.0000000000000000,2013
East Carolina,Conference USA,Quarterback,0.8375000059604645,1.675,2,3.0000000000000000,2013
East Carolina,Conference USA,Receiver,0.7887333234151205,2.3662,3,2.3333333333333333,2013
East Carolina,Conference USA,Running Back,0.8798999786376953,0.8799,1,3.0000000000000000,2013
East Carolina,Conference USA,Special Teams,0.7782999873161316,0.7783,1,2.0000000000000000,2013
Eastern Michigan,Mid-American,Defensive Back,0.7422666748364767,2.2268,3,2.0000000000000000,2013
Eastern Michigan,Mid-American,Defensive Line,0.7867000102996826,0.7867,1,2.0000000000000000,2013
Eastern Michigan,Mid-American,Linebacker,0.7558999955654144,3.0235999,4,2.0000000000000000,2013
Eastern Michigan,Mid-American,Offensive Line,0.8141999840736389,0.8142,1,3.0000000000000000,2013
Eastern Michigan,Mid-American,Quarterback,0.7916499972343445,1.5833,2,2.0000000000000000,2013
Eastern Michigan,Mid-American,Receiver,0.7444000244140625,0.7444,1,2.0000000000000000,2013
Eastern Michigan,Mid-American,Running Back,0.7583000063896179,0.7583,1,2.0000000000000000,2013
Eastern Michigan,Mid-American,Special Teams,0.7787500023841858,3.115,4,2.2500000000000000,2013
Eastern Washington,Big Sky,Running Back,0.8212500214576721,1.6425,2,2.5000000000000000,2013
Elon,Southern,Defensive Back,0.7200000286102295,0.72,1,2.0000000000000000,2013
Florida,SEC,Defensive Back,0.9197399973869324,4.5987,5,3.8000000000000000,2013
Florida,SEC,Defensive Line,0.9061200022697449,4.5306,5,3.6000000000000000,2013
Florida,SEC,Linebacker,0.9382250010967255,3.7529,4,3.7500000000000000,2013
Florida,SEC,Offensive Line,0.8592333396275839,2.5777001,3,3.0000000000000000,2013
Florida,SEC,Quarterback,0.8501999974250793,0.8502,1,3.0000000000000000,2013
Florida,SEC,Receiver,0.9141600131988525,4.5708003,5,3.6000000000000000,2013
Florida,SEC,Running Back,0.946150004863739,1.8923,2,4.5000000000000000,2013
Florida,SEC,Special Teams,0.8185999989509583,0.8186,1,3.0000000000000000,2013
Florida A&M,MEAC,Linebacker,0.7889000177383423,0.7889,1,2.0000000000000000,2013
Florida A&M,MEAC,Offensive Line,0.7682999968528748,0.7683,1,2.0000000000000000,2013
Florida Atlantic,Conference USA,Defensive Back,0.7898249924182892,3.1592999,4,2.2500000000000000,2013
Florida Atlantic,Conference USA,Defensive Line,0.7696000039577484,1.5392001,2,2.0000000000000000,2013
Florida Atlantic,Conference USA,Linebacker,0.7970499992370605,1.5941,2,2.5000000000000000,2013
Florida Atlantic,Conference USA,Offensive Line,0.7700999975204468,1.5402,2,2.0000000000000000,2013
Florida Atlantic,Conference USA,Quarterback,0.7825999855995178,0.7826,1,2.0000000000000000,2013
Florida Atlantic,Conference USA,Receiver,0.7919666767120361,2.3759,3,2.6666666666666667,2013
Florida Atlantic,Conference USA,Running Back,0.7959499955177307,1.5919,2,2.5000000000000000,2013
Florida Atlantic,Conference USA,Special Teams,0.7895999848842621,1.5792,2,2.0000000000000000,2013
Florida International,Conference USA,Defensive Back,0.7924666603406271,2.3774,3,2.3333333333333333,2013
Florida International,Conference USA,Defensive Line,0.7446500062942505,1.4893,2,2.0000000000000000,2013
Florida International,Conference USA,Linebacker,0.7786666552225748,2.336,3,2.0000000000000000,2013
Florida International,Conference USA,Offensive Line,0.7784333427747091,2.3353,3,2.0000000000000000,2013
Florida International,Conference USA,Quarterback,0.716649979352951,1.4333,2,2.0000000000000000,2013
Florida International,Conference USA,Receiver,0.7805333336194357,2.3416,3,2.0000000000000000,2013
Florida International,Conference USA,Running Back,0.7732999920845032,1.5466,2,2.0000000000000000,2013
Florida State,ACC,Defensive Back,0.9922999739646912,0.9923,1,5.0000000000000000,2013
Florida State,ACC,Defensive Line,0.9004999995231628,2.7015,3,3.3333333333333333,2013
Florida State,ACC,Linebacker,0.915779995918274,4.5789,5,4.0000000000000000,2013
Florida State,ACC,Offensive Line,0.8946999907493591,1.7894,2,3.5000000000000000,2013
Florida State,ACC,Quarterback,0.8403000235557556,0.8403,1,3.0000000000000000,2013
Florida State,ACC,Receiver,0.8769499957561493,3.5078,4,3.5000000000000000,2013
Florida State,ACC,Running Back,0.9745000004768372,0.9745,1,4.0000000000000000,2013
Florida State,ACC,Special Teams,0.8952000141143799,0.8952,1,4.0000000000000000,2013
Fordham,Patriot,Receiver,0.7851999998092651,0.7852,1,2.0000000000000000,2013
Fresno State,Mountain West,Defensive Back,0.8116500079631805,1.6233001,2,3.0000000000000000,2013
Fresno State,Mountain West,Defensive Line,0.8025750070810318,3.2103,4,2.7500000000000000,2013
Fresno State,Mountain West,Linebacker,0.8066999912261963,1.6134,2,2.5000000000000000,2013
Fresno State,Mountain West,Offensive Line,0.7829499840736389,1.5659,2,2.0000000000000000,2013
Fresno State,Mountain West,Quarterback,0.8801000118255615,0.8801,1,3.0000000000000000,2013
Fresno State,Mountain West,Receiver,0.7983999997377396,3.1936,4,2.5000000000000000,2013
Fresno State,Mountain West,Running Back,0.8083000183105469,0.8083,1,3.0000000000000000,2013
Fresno State,Mountain West,Special Teams,0.7989000082015991,0.7989,1,3.0000000000000000,2013
Furman,Southern,Defensive Back,0.766700029373169,0.7667,1,2.0000000000000000,2013
Furman,Southern,Defensive Line,0.7616499960422516,1.5232999,2,2.0000000000000000,2013
Furman,Southern,Linebacker,0.766700029373169,0.7667,1,2.0000000000000000,2013
Furman,Southern,Receiver,0.7967000007629395,0.7967,1,2.0000000000000000,2013
Furman,Southern,Special Teams,0.733299970626831,0.7333,1,2.0000000000000000,2013
Gardner-Webb,Big South,Offensive Line,0.7599999904632568,0.76,1,2.0000000000000000,2013
Georgetown,Patriot,Offensive Line,0.699999988079071,0.7,1,2.0000000000000000,2013
Georgia,SEC,Defensive Back,0.9018857223646981,6.3132,7,3.5714285714285714,2013
Georgia,SEC,Defensive Line,0.87950000166893,1.7590001,2,3.5000000000000000,2013
Georgia,SEC,Linebacker,0.8955199956893921,4.4776,5,3.6000000000000000,2013
Georgia,SEC,Offensive Line,0.8614249974489212,3.4457,4,3.0000000000000000,2013
Georgia,SEC,Quarterback,0.9537000060081482,0.9537,1,4.0000000000000000,2013
Georgia,SEC,Receiver,0.8930750042200089,3.5723,4,3.2500000000000000,2013
Georgia,SEC,Running Back,0.8561000227928162,1.7122,2,3.5000000000000000,2013
Georgia Southern,Southern,Defensive Line,0.7955999970436096,0.7956,1,2.0000000000000000,2013
Georgia Southern,Southern,Offensive Line,0.766700029373169,0.7667,1,2.0000000000000000,2013
Georgia Southern,Southern,Running Back,0.7647666732470194,2.2943,3,2.0000000000000000,2013
Georgia Southern,Southern,Special Teams,0.7383500039577484,1.4767001,2,2.0000000000000000,2013
Georgia State,Sun Belt,Defensive Back,0.7466499954462051,2.9866,4,2.0000000000000000,2013
Georgia State,Sun Belt,Defensive Line,0.7746600031852722,3.8733,5,2.2000000000000000,2013
Georgia State,Sun Belt,Linebacker,0.7650000154972076,1.53,2,2.0000000000000000,2013
Georgia State,Sun Belt,Offensive Line,0.7587500065565109,3.035,4,2.0000000000000000,2013
Georgia State,Sun Belt,Receiver,0.7548800110816956,3.7744,5,2.0000000000000000,2013
Georgia Tech,ACC,Defensive Back,0.809249997138977,1.6185,2,2.5000000000000000,2013
Georgia Tech,ACC,Defensive Line,0.850600004196167,1.7012,2,3.0000000000000000,2013
Georgia Tech,ACC,Linebacker,0.7810999751091003,0.7811,1,2.0000000000000000,2013
Georgia Tech,ACC,Offensive Line,0.9107000231742859,0.9107,1,4.0000000000000000,2013
Georgia Tech,ACC,Receiver,0.8061000108718872,0.8061,1,3.0000000000000000,2013
Georgia Tech,ACC,Running Back,0.8593499958515167,1.7186999,2,3.0000000000000000,2013
Georgia Tech,ACC,Special Teams,0.815449982881546,1.6308999,2,2.5000000000000000,2013
Grambling,SWAC,Quarterback,0.766700029373169,0.7667,1,2.0000000000000000,2013
Harvard,Ivy,Linebacker,0.801149994134903,1.6022999,2,2.5000000000000000,2013
Harvard,Ivy,Offensive Line,0.7583000063896179,0.7583,1,2.0000000000000000,2013
Harvard,Ivy,Receiver,0.76664999127388,1.5332999,2,2.0000000000000000,2013
Harvard,Ivy,Running Back,0.766700029373169,0.7667,1,2.0000000000000000,2013
Harvard,Ivy,Special Teams,0.7932999730110168,0.7933,1,2.0000000000000000,2013
Hawai'i,Mountain West,Defensive Back,0.7959499955177307,1.5919,2,2.5000000000000000,2013
Hawai'i,Mountain West,Defensive Line,0.8146499991416931,1.6293,2,2.5000000000000000,2013
Hawai'i,Mountain West,Linebacker,0.7810199975967407,3.9050999,5,2.2000000000000000,2013
Hawai'i,Mountain West,Offensive Line,0.8009499907493591,1.6019,2,2.5000000000000000,2013
Hawai'i,Mountain West,Quarterback,0.7922000288963318,0.7922,1,2.0000000000000000,2013
Hawai'i,Mountain West,Receiver,0.8023499995470047,3.2094,4,2.5000000000000000,2013
Hawai'i,Mountain West,Running Back,0.8062999844551086,1.6126,2,3.0000000000000000,2013
Houston,American Athletic,Defensive Back,0.7970000207424164,1.5940001,2,2.5000000000000000,2013
Houston,American Athletic,Defensive Line,0.8259499967098236,1.6519,2,3.0000000000000000,2013
Houston,American Athletic,Linebacker,0.7858999967575073,0.7859,1,2.0000000000000000,2013
Houston,American Athletic,Offensive Line,0.8262499868869781,1.6524999,2,3.0000000000000000,2013
Houston,American Athletic,Receiver,0.8297750055789948,3.3191,4,2.7500000000000000,2013
Houston,American Athletic,Special Teams,0.8104000091552734,1.6208,2,3.0000000000000000,2013
Houston Christian,FCS Independents,Linebacker,0.7932999730110168,0.7933,1,2.0000000000000000,2013
Houston Christian,FCS Independents,Quarterback,0.733299970626831,0.7333,1,2.0000000000000000,2013
Idaho,FBS Independents,Defensive Back,0.770799994468689,1.5416,2,2.0000000000000000,2013
Idaho,FBS Independents,Linebacker,0.7732999920845032,0.7733,1,2.0000000000000000,2013
Idaho,FBS Independents,Offensive Line,0.7469250112771988,2.9877,4,2.0000000000000000,2013
Idaho,FBS Independents,Quarterback,0.7533000111579895,0.7533,1,2.0000000000000000,2013
Idaho,FBS Independents,Receiver,0.7684999704360962,0.7685,1,2.0000000000000000,2013
Idaho,FBS Independents,Running Back,0.7574750036001205,3.0298998,4,2.0000000000000000,2013
Idaho,FBS Independents,Special Teams,0.7682999968528748,1.5366,2,2.0000000000000000,2013
Idaho State,Big Sky,Offensive Line,0.7718999981880188,0.7719,1,2.0000000000000000,2013
Illinois,Big Ten,Defensive Back,0.8302000045776368,4.151,5,3.0000000000000000,2013
Illinois,Big Ten,Defensive Line,0.8417999893426895,3.3672,4,3.0000000000000000,2013
Illinois,Big Ten,Offensive Line,0.824400007724762,0.8244,1,3.0000000000000000,2013
Illinois,Big Ten,Quarterback,0.9308000206947327,0.9308,1,4.0000000000000000,2013
Illinois,Big Ten,Receiver,0.8185749799013138,3.2742999,4,2.7500000000000000,2013
Illinois,Big Ten,Running Back,0.824999988079071,0.825,1,3.0000000000000000,2013
Illinois,Big Ten,Special Teams,0.8574499785900116,1.7149,2,3.0000000000000000,2013
Illinois State,MVFC,Defensive Back,0.8115000128746033,0.8115,1,3.0000000000000000,2013
Illinois State,MVFC,Defensive Line,0.766700029373169,0.7667,1,2.0000000000000000,2013
Illinois State,MVFC,Receiver,0.8100000023841858,0.81,1,3.0000000000000000,2013
Indiana,Big Ten,Defensive Back,0.8592333396275839,2.5777001,3,3.3333333333333333,2013
Indiana,Big Ten,Defensive Line,0.8461500108242035,1.6923001,2,3.0000000000000000,2013
Indiana,Big Ten,Linebacker,0.815625011920929,3.2625003,4,3.0000000000000000,2013
Indiana,Big Ten,Offensive Line,0.9129999876022339,0.913,1,4.0000000000000000,2013
Indiana,Big Ten,Receiver,0.8640666604042053,2.5921998,3,3.3333333333333333,2013
Indiana,Big Ten,Running Back,0.8396333257357279,2.5189,3,3.0000000000000000,2013
Indiana,Big Ten,Special Teams,0.794299989938736,1.5885999,2,2.5000000000000000,2013
Indiana State,MVFC,Defensive Line,0.733299970626831,0.7333,1,2.0000000000000000,2013
Indiana State,MVFC,Linebacker,0.766700029373169,0.7667,1,2.0000000000000000,2013
Indiana State,MVFC,Receiver,0.766700029373169,0.7667,1,2.0000000000000000,2013
Indiana State,MVFC,Running Back,0.8248000144958496,0.8248,1,3.0000000000000000,2013
Iowa,Big Ten,Linebacker,0.822050005197525,1.6441,2,2.5000000000000000,2013
Iowa,Big Ten,Offensive Line,0.8711000084877014,0.8711,1,3.0000000000000000,2013
Iowa,Big Ten,Quarterback,0.8367000222206116,0.8367,1,3.0000000000000000,2013
Iowa,Big Ten,Receiver,0.8310999870300293,1.6622,2,2.5000000000000000,2013
Iowa,Big Ten,Running Back,0.8050999939441681,3.2204,4,2.5000000000000000,2013
Iowa,Big Ten,Special Teams,0.8159000277519226,0.8159,1,3.0000000000000000,2013
Iowa State,Big 12,Defensive Back,0.8070333401362101,2.4211001,3,2.6666666666666667,2013
Iowa State,Big 12,Defensive Line,0.8195333480834961,2.4586,3,3.0000000000000000,2013
Iowa State,Big 12,Linebacker,0.8233000040054321,0.8233,1,3.0000000000000000,2013
Iowa State,Big 12,Offensive Line,0.8334500044584274,3.3337998,4,3.0000000000000000,2013
Iowa State,Big 12,Quarterback,0.8179000020027161,1.6358,2,3.0000000000000000,2013
Iowa State,Big 12,Receiver,0.8009000221888224,2.4027002,3,2.6666666666666667,2013
Iowa State,Big 12,Running Back,0.817799985408783,0.8178,1,3.0000000000000000,2013
Iowa State,Big 12,Special Teams,0.8173999786376953,1.6348,2,3.0000000000000000,2013
Jackson State,SWAC,Defensive Line,0.833299994468689,0.8333,1,3.0000000000000000,2013
Jackson State,SWAC,Linebacker,0.7878000140190125,0.7878,1,2.0000000000000000,2013
Jackson State,SWAC,Receiver,0.766700029373169,0.7667,1,2.0000000000000000,2013
Jacksonville,Pioneer,Offensive Line,0.8463000059127808,0.8463,1,3.0000000000000000,2013
Jacksonville State,OVC,Defensive Line,0.8108000159263611,0.8108,1,3.0000000000000000,2013
Jacksonville State,OVC,Receiver,0.7675000131130219,1.5350001,2,2.0000000000000000,2013
James Madison,CAA,Special Teams,0.8367000222206116,0.8367,1,3.0000000000000000,2013
Kansas,Big 12,Defensive Back,0.8185999989509583,0.8186,1,3.0000000000000000,2013
Kansas,Big 12,Defensive Line,0.699999988079071,0.7,1,2.0000000000000000,2013
Kansas,Big 12,Linebacker,0.8471999764442444,0.8472,1,3.0000000000000000,2013
Kansas,Big 12,Offensive Line,0.8389000296592712,0.8389,1,3.0000000000000000,2013
Kansas,Big 12,Quarterback,0.8187499940395355,1.6375,2,3.0000000000000000,2013
Kansas State,Big 12,Defensive Back,0.7839000225067139,0.7839,1,2.0000000000000000,2013
Kansas State,Big 12,Defensive Line,0.8484500050544739,1.6969,2,3.0000000000000000,2013
Kansas State,Big 12,Linebacker,0.8873000144958496,0.8873,1,3.0000000000000000,2013
Kansas State,Big 12,Offensive Line,0.8052999973297119,0.8053,1,3.0000000000000000,2013
Kansas State,Big 12,Quarterback,0.8194000124931335,0.8194,1,3.0000000000000000,2013
Kansas State,Big 12,Receiver,0.7901000181833903,2.3703,3,2.6666666666666667,2013
Kansas State,Big 12,Special Teams,0.786899983882904,0.7869,1,2.0000000000000000,2013
Kent State,Mid-American,Defensive Back,0.7719500064849854,3.0878,4,2.2500000000000000,2013
Kent State,Mid-American,Defensive Line,0.7559499740600586,1.5119,2,2.0000000000000000,2013
Kent State,Mid-American,Linebacker,0.777020001411438,3.8851,5,2.2000000000000000,2013
Kent State,Mid-American,Offensive Line,0.733299970626831,0.7333,1,2.0000000000000000,2013
Kent State,Mid-American,Quarterback,0.785400003194809,1.5708001,2,2.5000000000000000,2013
Kent State,Mid-American,Receiver,0.7616333365440369,2.2849,3,2.0000000000000000,2013
Kent State,Mid-American,Running Back,0.7918999791145325,0.7919,1,2.0000000000000000,2013
Kent State,Mid-American,Special Teams,0.750333329041799,2.251,3,2.0000000000000000,2013
Kentucky,SEC,Defensive Back,0.8464999794960022,1.693,2,3.0000000000000000,2013
Kentucky,SEC,Defensive Line,0.8714499920606613,3.4858003,4,3.2500000000000000,2013
Kentucky,SEC,Offensive Line,0.8292250037193298,3.3169,4,3.0000000000000000,2013
Kentucky,SEC,Quarterback,0.8011000156402588,0.8011,1,3.0000000000000000,2013
Kentucky,SEC,Receiver,0.8484499752521515,1.6968999,2,3.0000000000000000,2013
Kentucky,SEC,Running Back,0.8708999752998352,0.8709,1,3.0000000000000000,2013
Kentucky,SEC,Special Teams,0.862199991941452,1.7244,2,3.5000000000000000,2013
Lehigh,Patriot,Defensive Line,0.7978000044822693,0.7978,1,3.0000000000000000,2013
Lehigh,Patriot,Linebacker,0.8066999912261963,0.8067,1,3.0000000000000000,2013
Louisiana,Sun Belt,Defensive Back,0.8104333281517029,2.4313002,3,2.6666666666666667,2013
Louisiana,Sun Belt,Defensive Line,0.7822666764259338,2.3468,3,2.3333333333333333,2013
Louisiana,Sun Belt,Offensive Line,0.7755500078201294,1.5511,2,2.0000000000000000,2013
Louisiana,Sun Belt,Receiver,0.8161666790644327,2.4485,3,2.6666666666666667,2013
Louisiana,Sun Belt,Running Back,0.810399979352951,1.6208,2,2.5000000000000000,2013
Louisiana,Sun Belt,Special Teams,0.8049999872843424,2.415,3,2.6666666666666667,2013
Louisiana Tech,Conference USA,Defensive Back,0.7962000072002411,1.5924001,2,2.5000000000000000,2013
Louisiana Tech,Conference USA,Defensive Line,0.7858999967575073,0.7859,1,2.0000000000000000,2013
Louisiana Tech,Conference USA,Linebacker,0.8346999883651733,0.8347,1,3.0000000000000000,2013
Louisiana Tech,Conference USA,Offensive Line,0.7682999968528748,1.5366,2,2.5000000000000000,2013
Louisiana Tech,Conference USA,Receiver,0.8027999997138977,0.8028,1,3.0000000000000000,2013
Louisiana Tech,Conference USA,Special Teams,0.7571249902248383,3.0285,4,2.2500000000000000,2013
Louisville,American Athletic,Defensive Back,0.8555499911308289,1.7111,2,3.0000000000000000,2013
Louisville,American Athletic,Defensive Line,0.8760499954223633,1.7521,2,3.0000000000000000,2013
Louisville,American Athletic,Linebacker,0.8478499948978424,1.6956999,2,3.5000000000000000,2013
Louisville,American Athletic,Offensive Line,0.8357999920845032,1.6716,2,3.0000000000000000,2013
Louisville,American Athletic,Quarterback,0.8948000073432922,0.8948,1,4.0000000000000000,2013
Louisville,American Athletic,Receiver,0.9094499945640564,1.8189,2,3.5000000000000000,2013
Louisville,American Athletic,Special Teams,0.8727999925613403,0.8728,1,3.0000000000000000,2013
LSU,SEC,Defensive Back,0.9373000065485636,2.8119001,3,4.0000000000000000,2013
LSU,SEC,Defensive Line,0.9190999964872996,5.5146,6,3.8333333333333333,2013
LSU,SEC,Linebacker,0.9367499947547913,1.8735,2,4.0000000000000000,2013
LSU,SEC,Offensive Line,0.9335999886194865,2.8007998,3,4.0000000000000000,2013
LSU,SEC,Quarterback,0.9259500205516815,1.8519001,2,4.0000000000000000,2013
LSU,SEC,Receiver,0.9152499884366989,3.661,4,3.7500000000000000,2013
Maine,CAA,Defensive Back,0.7732999920845032,0.7733,1,2.0000000000000000,2013
Marshall,Conference USA,Defensive Back,0.795799970626831,0.7958,1,2.0000000000000000,2013
Marshall,Conference USA,Linebacker,0.8120000064373016,1.6240001,2,2.5000000000000000,2013
Marshall,Conference USA,Offensive Line,0.8129999935626984,3.2519999,4,2.5000000000000000,2013
Marshall,Conference USA,Receiver,0.798633337020874,2.3959,3,2.3333333333333333,2013
Marshall,Conference USA,Running Back,0.7612999975681305,1.5225999,2,2.0000000000000000,2013
Maryland,ACC,Defensive Back,0.8253500163555145,3.3014002,4,2.7500000000000000,2013
Maryland,ACC,Defensive Line,0.8238999843597412,1.6478,2,3.0000000000000000,2013
Maryland,ACC,Linebacker,0.8507999976476034,2.5524,3,3.3333333333333333,2013
Maryland,ACC,Offensive Line,0.8610249906778336,3.4441,4,3.2500000000000000,2013
Maryland,ACC,Receiver,0.8641999959945679,0.8642,1,3.0000000000000000,2013
Maryland,ACC,Special Teams,0.8108999878168106,3.2436001,4,2.5000000000000000,2013
Massachusetts,Mid-American,Defensive Back,0.7657999992370605,1.5316,2,2.0000000000000000,2013
Massachusetts,Mid-American,Defensive Line,0.7533000111579895,0.7533,1,2.0000000000000000,2013
Massachusetts,Mid-American,Linebacker,0.7872000137964884,2.3616,3,2.3333333333333333,2013
Massachusetts,Mid-American,Offensive Line,0.7620222104920281,6.8581996,9,2.1111111111111111,2013
Massachusetts,Mid-American,Quarterback,0.8077999949455261,0.8078,1,3.0000000000000000,2013
