year,team,conference,predicted_rating,national_rank
2025,South Florida,American Athletic,5.09,52
2025,Kansas State,Big 12,5.07,53
2025,UCF,Big 12,5.06,54
2025,Baylor,Big 12,4.88,55
2025,Boise State,Pac-12,4.5,56
2025,San Diego State,Pac-12,4.46,57
2025,Memphis,American Athletic,4.38,58
2025,Kansas,Big 12,4.24,59
2025,Tulane,American Athletic,3.97,60
2025,Minnesota,Big Ten,3.95,61
2025,Washington State,Pac-12,3.91,62
2025,UConn,FBS Independents,3.66,63
2025,Navy,American Athletic,3.6,64
2025,Kentucky,SEC,3.55,65
2025,Wisconsin,Big Ten,3.34,66
2025,Maryland,Big Ten,3.31,67
2025,Cincinnati,Big 12,3.03,68
2025,Rutgers,Big Ten,2.99,69
2025,Old Dominion,Sun Belt,2.94,70
2025,UTSA,American Athletic,2.4,71
2025,Fresno State,Pac-12,2.27,72
2025,California,ACC,1.91,73
2025,Western Kentucky,Conference USA,1.87,74
2025,Air Force,Mountain West,1.65,75
2025,Miami (OH),Mid-American,1.2,76
2025,Michigan State,Big Ten,0.93,77
2025,Texas State,Pac-12,0.92,78
2025,nationalAverages,,0.88,79
2025,Troy,Sun Belt,0.41,80
2025,Colorado,Big 12,0.0,81
2025,West Virginia,Big 12,-0.37,82
2025,Army,American Athletic,-0.51,83
2025,Marshall,Sun Belt,-0.94,84
2025,Boston College,ACC,-1.21,85
2025,North Carolina,ACC,-1.48,86
2025,Western Michigan,Mid-American,-1.81,87
2025,Utah State,Pac-12,-2.03,88
2025,Purdue,Big Ten,-2.61,89
2025,UCLA,Big Ten,-2.67,90
2025,Virginia Tech,ACC,-2.71,91
2025,Hawai'i,Mountain West,-2.91,92
2025,Southern Miss,Sun Belt,-3.05,93
2025,New Mexico,Mountain West,-3.12,94
2025,Kennesaw State,Conference USA,-3.6,95
2025,Louisiana Tech,Conference USA,-3.61,96
2025,Ohio,Mid-American,-3.77,97
2025,Stanford,ACC,-4.1,98
2025,Temple,American Athletic,-4.33,99
2025,Jacksonville State,Conference USA,-4.34,100
2025,Georgia Southern,Sun Belt,-4.92,101
2025,Syracuse,ACC,-5.16,102
2025,Liberty,Conference USA,-5.57,103
2025,Oregon State,Pac-12,-5.72,104
2025,Oklahoma State,Big 12,-5.88,105
2025,Buffalo,Mid-American,-5.92,106
2025,Louisiana,Sun Belt,-5.97,107
2025,Arkansas State,Sun Belt,-6.14,108
2025,App State,Sun Belt,-6.52,109
2025,Tulsa,American Athletic,-6.78,110
2025,Coastal Carolina,Sun Belt,-7.07,111
2025,Colorado State,Pac-12,-7.32,112
2025,Eastern Michigan,Mid-American,-7.35,113
2025,Florida Atlantic,American Athletic,-7.54,114
2025,South Alabama,Sun Belt,-7.63,115
2025,Florida International,Conference USA,-7.67,116
2025,Bowling Green,Mid-American,-8.48,117
2025,Missouri State,Conference USA,-8.53,118
2025,Wyoming,Mountain West,-8.6,119
2025,Delaware,Conference USA,-8.65,120
2025,Central Michigan,Mid-American,-9.01,121
2025,Rice,American Athletic,-9.69,122
2025,Akron,Mid-American,-9.85,123
2025,Nevada,Mountain West,-9.87,124
2025,San José State,Mountain West,-9.91,125
2025,UAB,American Athletic,-10.53,126
2025,Middle Tennessee,Conference USA,-10.57,127
2025,Northern Illinois,Mountain West,-11.1,128
2025,New Mexico State,Conference USA,-11.64,129
2025,UTEP,Mountain West,-11.88,130
2025,Kent State,Mid-American,-12.07,131
2025,Georgia State,Sun Belt,-13.32,132
2025,UL Monroe,Sun Belt,-16.76,133
2025,Ball State,Mid-American,-17.31,134
2025,Sam Houston,Conference USA,-17.8,135
2025,Massachusetts,Mid-American,-18.53,136
2025,Charlotte,American Athletic,-18.62,137
