id,year,home_team,home_conference,away_team,away_conference,home_points,away_points,neutral_site,start_date,season_type
401641009,2024,Louisiana Tech,Conference USA,Middle Tennessee,Conference USA,48,21,False,2024-10-11T00:00:00.000Z,regular
401641030,2024,Western Kentucky,Conference USA,UTEP,Conference USA,44,17,False,2024-10-11T00:00:00.000Z,regular
401628513,2024,Maryland,Big Ten,Northwestern,Big Ten,10,37,False,2024-10-12T00:00:00.000Z,regular
401643733,2024,Utah State,Mountain West,UNLV,Mountain West,34,50,False,2024-10-12T01:00:00.000Z,regular
401636892,2024,Arizona State,Big 12,Utah,Big 12,27,19,False,2024-10-12T02:30:00.000Z,regular
401644743,2024,Kent State,Mid-American,Ball State,Mid-American,35,37,False,2024-10-12T16:00:00.000Z,regular
401645342,2024,Army,American Athletic,UAB,American Athletic,44,10,False,2024-10-12T16:00:00.000Z,regular
401644745,2024,Buffalo,Mid-American,Toledo,Mid-American,30,15,False,2024-10-12T16:00:00.000Z,regular
401628385,2024,Alabama,SEC,South Carolina,SEC,27,25,False,2024-10-12T16:00:00.000Z,regular
401635577,2024,North Carolina,ACC,Georgia Tech,ACC,34,41,False,2024-10-12T16:00:00.000Z,regular
401635576,2024,Wake Forest,ACC,Clemson,ACC,14,49,False,2024-10-12T16:00:00.000Z,regular
401628389,2024,Massachusetts,FBS Independents,Missouri,SEC,3,45,False,2024-10-12T16:00:00.000Z,regular
401628517,2024,Rutgers,Big Ten,Wisconsin,Big Ten,7,42,False,2024-10-12T16:00:00.000Z,regular
401628512,2024,Iowa,Big Ten,Washington,Big Ten,40,16,False,2024-10-12T16:00:00.000Z,regular
401644685,2024,Eastern Michigan,Mid-American,Miami (OH),Mid-American,14,38,False,2024-10-12T18:00:00.000Z,regular
401628516,2024,USC,Big Ten,Penn State,Big Ten,30,33,False,2024-10-12T19:30:00.000Z,regular
401643729,2024,Colorado State,Mountain West,San José State,Mountain West,31,24,False,2024-10-12T19:30:00.000Z,regular
401645341,2024,South Florida,American Athletic,Memphis,American Athletic,3,21,True,2024-10-12T19:30:00.000Z,regular
401635575,2024,Pittsburgh,ACC,California,ACC,17,15,False,2024-10-12T19:30:00.000Z,regular
401644744,2024,Bowling Green,Mid-American,Northern Illinois,Mid-American,7,17,False,2024-10-12T19:30:00.000Z,regular
401643805,2024,Georgia State,Sun Belt,Old Dominion,Sun Belt,14,21,False,2024-10-12T19:30:00.000Z,regular
401636895,2024,UCF,Big 12,Cincinnati,Big 12,13,19,False,2024-10-12T19:30:00.000Z,regular
401635578,2024,Virginia,ACC,Louisville,ACC,20,24,False,2024-10-12T19:30:00.000Z,regular
401628390,2024,Oklahoma,SEC,Texas,SEC,3,34,True,2024-10-12T19:30:00.000Z,regular
401628511,2024,Illinois,Big Ten,Purdue,Big Ten,50,49,False,2024-10-12T19:30:00.000Z,regular
401644742,2024,Western Michigan,Mid-American,Akron,Mid-American,34,24,False,2024-10-12T19:30:00.000Z,regular
401628981,2024,Notre Dame,FBS Independents,Stanford,ACC,49,7,False,2024-10-12T19:30:00.000Z,regular
401643732,2024,Wyoming,Mountain West,San Diego State,Mountain West,24,27,False,2024-10-12T19:30:00.000Z,regular
401644746,2024,Central Michigan,Mid-American,Ohio,Mid-American,25,27,False,2024-10-12T20:00:00.000Z,regular
401636893,2024,BYU,Big 12,Arizona,Big 12,41,19,False,2024-10-12T20:00:00.000Z,regular
401628386,2024,Georgia,SEC,Mississippi State,SEC,41,31,False,2024-10-12T20:15:00.000Z,regular
401643807,2024,UL Monroe,Sun Belt,Southern Miss,Sun Belt,38,21,False,2024-10-12T21:00:00.000Z,regular
401645344,2024,Rice,American Athletic,UTSA,American Athletic,29,27,False,2024-10-12T23:00:00.000Z,regular
401628391,2024,Tennessee,SEC,Florida,SEC,23,17,False,2024-10-12T23:00:00.000Z,regular
401643808,2024,Texas State,Sun Belt,Arkansas State,Sun Belt,41,9,False,2024-10-12T23:00:00.000Z,regular
401643730,2024,Fresno State,Mountain West,Washington State,Pac-12,17,25,False,2024-10-12T23:00:00.000Z,regular
401645343,2024,Florida Atlantic,American Athletic,North Texas,American Athletic,37,41,False,2024-10-12T23:00:00.000Z,regular
401643727,2024,New Mexico,Mountain West,Air Force,Mountain West,52,37,False,2024-10-12T23:00:00.000Z,regular
401628515,2024,Oregon,Big Ten,Ohio State,Big Ten,32,31,False,2024-10-12T23:30:00.000Z,regular
401643731,2024,Nevada,Mountain West,Oregon State,Pac-12,42,37,False,2024-10-12T23:30:00.000Z,regular
401643806,2024,Louisiana,Sun Belt,App State,Sun Belt,34,24,False,2024-10-12T23:30:00.000Z,regular
401628388,2024,LSU,SEC,Ole Miss,SEC,29,26,False,2024-10-12T23:30:00.000Z,regular
401628387,2024,Kentucky,SEC,Vanderbilt,SEC,13,20,False,2024-10-12T23:45:00.000Z,regular
401643804,2024,Georgia Southern,Sun Belt,Marshall,Sun Belt,24,23,False,2024-10-13T00:00:00.000Z,regular
401635574,2024,NC State,ACC,Syracuse,ACC,17,24,False,2024-10-13T00:00:00.000Z,regular
401636896,2024,West Virginia,Big 12,Iowa State,Big 12,16,28,False,2024-10-13T00:00:00.000Z,regular
401628514,2024,UCLA,Big Ten,Minnesota,Big Ten,17,21,False,2024-10-13T01:00:00.000Z,regular
401636894,2024,Colorado,Big 12,Kansas State,Big 12,28,31,False,2024-10-13T02:15:00.000Z,regular
401643728,2024,Hawai'i,Mountain West,Boise State,Mountain West,7,28,False,2024-10-13T03:00:00.000Z,regular
401643809,2024,South Alabama,Sun Belt,Troy,Sun Belt,25,9,False,2024-10-15T23:30:00.000Z,regular
401641019,2024,Middle Tennessee,Conference USA,Kennesaw State,Conference USA,14,5,False,2024-10-16T00:00:00.000Z,regular
401641010,2024,New Mexico State,Conference USA,Louisiana Tech,Conference USA,33,30,False,2024-10-16T01:00:00.000Z,regular
401641038,2024,Sam Houston,Conference USA,Western Kentucky,Conference USA,14,31,False,2024-10-16T23:00:00.000Z,regular
401640983,2024,UTEP,Conference USA,Florida International,Conference USA,30,21,False,2024-10-17T01:00:00.000Z,regular
401643810,2024,Marshall,Sun Belt,Georgia State,Sun Belt,35,20,False,2024-10-17T23:00:00.000Z,regular
401634768,2024,Virginia Tech,ACC,Boston College,ACC,42,21,False,2024-10-17T23:30:00.000Z,regular
401634769,2024,Duke,ACC,Florida State,ACC,23,16,False,2024-10-18T23:00:00.000Z,regular
401628523,2024,Purdue,Big Ten,Oregon,Big Ten,0,35,False,2024-10-19T00:00:00.000Z,regular
401636898,2024,BYU,Big 12,Oklahoma State,Big 12,38,35,False,2024-10-19T02:15:00.000Z,regular
401643735,2024,Nevada,Mountain West,Fresno State,Mountain West,21,24,False,2024-10-19T02:30:00.000Z,regular
401628522,2024,Northwestern,Big Ten,Wisconsin,Big Ten,3,23,True,2024-10-19T16:00:00.000Z,regular
401645346,2024,Army,American Athletic,East Carolina,American Athletic,45,28,False,2024-10-19T16:00:00.000Z,regular
401628524,2024,Rutgers,Big Ten,UCLA,Big Ten,32,35,False,2024-10-19T16:00:00.000Z,regular
401643811,2024,Coastal Carolina,Sun Belt,Louisiana,Sun Belt,24,34,False,2024-10-19T16:00:00.000Z,regular
401636899,2024,Cincinnati,Big 12,Arizona State,Big 12,24,14,False,2024-10-19T16:00:00.000Z,regular
401628395,2024,Missouri,SEC,Auburn,SEC,21,17,False,2024-10-19T16:00:00.000Z,regular
401629034,2024,UConn,FBS Independents,Wake Forest,ACC,20,23,False,2024-10-19T16:00:00.000Z,regular
401635589,2024,Louisville,ACC,Miami,ACC,45,52,False,2024-10-19T16:00:00.000Z,regular
401628519,2024,Indiana,Big Ten,Nebraska,Big Ten,56,7,False,2024-10-19T16:00:00.000Z,regular
401635588,2024,Clemson,ACC,Virginia,ACC,48,31,False,2024-10-19T16:00:00.000Z,regular
401628396,2024,Oklahoma,SEC,South Carolina,SEC,9,35,False,2024-10-19T16:45:00.000Z,regular
401644750,2024,Eastern Michigan,Mid-American,Central Michigan,Mid-American,38,34,False,2024-10-19T18:00:00.000Z,regular
401645351,2024,Temple,American Athletic,Tulsa,American Athletic,20,10,False,2024-10-19T18:00:00.000Z,regular
401645345,2024,South Florida,American Athletic,UAB,American Athletic,35,25,False,2024-10-19T19:30:00.000Z,regular
401645347,2024,Navy,American Athletic,Charlotte,American Athletic,51,17,False,2024-10-19T19:30:00.000Z,regular
401644749,2024,Buffalo,Mid-American,Western Michigan,Mid-American,41,48,False,2024-10-19T19:30:00.000Z,regular
401635587,2024,California,ACC,NC State,ACC,23,24,False,2024-10-19T19:30:00.000Z,regular
401644751,2024,Northern Illinois,Mid-American,Toledo,Mid-American,6,13,False,2024-10-19T19:30:00.000Z,regular
401628518,2024,Illinois,Big Ten,Michigan,Big Ten,21,7,False,2024-10-19T19:30:00.000Z,regular
401628397,2024,Tennessee,SEC,Alabama,SEC,24,17,False,2024-10-19T19:30:00.000Z,regular
401628982,2024,Georgia Tech,ACC,Notre Dame,FBS Independents,13,31,True,2024-10-19T19:30:00.000Z,regular
401645348,2024,UTSA,American Athletic,Florida Atlantic,American Athletic,38,24,False,2024-10-19T19:30:00.000Z,regular
401645350,2024,Tulane,American Athletic,Rice,American Athletic,24,10,False,2024-10-19T19:30:00.000Z,regular
401644748,2024,Bowling Green,Mid-American,Kent State,Mid-American,27,6,False,2024-10-19T19:30:00.000Z,regular
401636901,2024,Kansas,Big 12,Houston,Big 12,42,14,True,2024-10-19T19:30:00.000Z,regular
401644686,2024,Miami (OH),Mid-American,Ohio,Mid-American,30,20,False,2024-10-19T19:30:00.000Z,regular
401643736,2024,Washington State,Pac-12,Hawai'i,Mountain West,42,10,False,2024-10-19T19:30:00.000Z,regular
401643813,2024,Old Dominion,Sun Belt,Texas State,Sun Belt,24,14,False,2024-10-19T19:30:00.000Z,regular
401643738,2024,San José State,Mountain West,Wyoming,Mountain West,24,14,False,2024-10-19T20:00:00.000Z,regular
401643812,2024,Georgia Southern,Sun Belt,James Madison,Sun Belt,28,14,False,2024-10-19T20:00:00.000Z,regular
401636902,2024,Texas Tech,Big 12,Baylor,Big 12,35,59,False,2024-10-19T20:00:00.000Z,regular
401628521,2024,Maryland,Big Ten,USC,Big Ten,29,28,False,2024-10-19T20:00:00.000Z,regular
401643737,2024,Utah State,Mountain West,New Mexico,Mountain West,45,50,False,2024-10-19T20:00:00.000Z,regular
401636897,2024,Arizona,Big 12,Colorado,Big 12,7,34,False,2024-10-19T20:00:00.000Z,regular
401628394,2024,Mississippi State,SEC,Texas A&M,SEC,24,34,False,2024-10-19T20:15:00.000Z,regular
401643814,2024,Southern Miss,Sun Belt,Arkansas State,Sun Belt,28,44,False,2024-10-19T23:00:00.000Z,regular
401628399,2024,Vanderbilt,SEC,Ball State,Mid-American,24,14,False,2024-10-19T23:00:00.000Z,regular
401628392,2024,Arkansas,SEC,LSU,SEC,10,34,False,2024-10-19T23:00:00.000Z,regular
401636900,2024,Iowa State,Big 12,UCF,Big 12,38,35,False,2024-10-19T23:30:00.000Z,regular
401636904,2024,West Virginia,Big 12,Kansas State,Big 12,18,45,False,2024-10-19T23:30:00.000Z,regular
401645349,2024,Memphis,American Athletic,North Texas,American Athletic,52,44,False,2024-10-19T23:30:00.000Z,regular
401628520,2024,Michigan State,Big Ten,Iowa,Big Ten,32,20,False,2024-10-19T23:30:00.000Z,regular
401628398,2024,Texas,SEC,Georgia,SEC,15,30,False,2024-10-19T23:30:00.000Z,regular
401628393,2024,Florida,SEC,Kentucky,SEC,48,20,False,2024-10-19T23:45:00.000Z,regular
401643734,2024,Air Force,Mountain West,Colorado State,Mountain West,13,21,False,2024-10-20T00:00:00.000Z,regular
401635590,2024,Stanford,ACC,SMU,ACC,10,40,False,2024-10-20T00:00:00.000Z,regular
401643739,2024,Oregon State,Pac-12,UNLV,Mountain West,25,33,False,2024-10-20T02:00:00.000Z,regular
401636903,2024,Utah,Big 12,TCU,Big 12,7,13,False,2024-10-20T02:30:00.000Z,regular
401640984,2024,Florida International,Conference USA,Sam Houston,Conference USA,7,10,True,2024-10-22T23:30:00.000Z,regular
401641011,2024,Louisiana Tech,Conference USA,UTEP,Conference USA,14,10,False,2024-10-23T00:00:00.000Z,regular
401640993,2024,Kennesaw State,Conference USA,Liberty,Conference USA,27,24,False,2024-10-23T23:00:00.000Z,regular
401641003,2024,Jacksonville State,Conference USA,Middle Tennessee,Conference USA,42,20,False,2024-10-23T23:30:00.000Z,regular
401643815,2024,Old Dominion,Sun Belt,Georgia Southern,Sun Belt,47,19,False,2024-10-24T23:00:00.000Z,regular
401634770,2024,Pittsburgh,ACC,Syracuse,ACC,41,13,False,2024-10-24T23:30:00.000Z,regular
401634771,2024,Boston College,ACC,Louisville,ACC,27,31,False,2024-10-25T23:30:00.000Z,regular
401643740,2024,UNLV,Mountain West,Boise State,Mountain West,24,29,False,2024-10-26T02:30:00.000Z,regular
401628532,2024,USC,Big Ten,Rutgers,Big Ten,42,20,False,2024-10-26T03:00:00.000Z,regular
401628526,2024,Indiana,Big Ten,Washington,Big Ten,31,17,False,2024-10-26T16:00:00.000Z,regular
401628530,2024,Ohio State,Big Ten,Nebraska,Big Ten,21,17,False,2024-10-26T16:00:00.000Z,regular
401645354,2024,North Texas,American Athletic,Tulane,American Athletic,37,45,False,2024-10-26T16:00:00.000Z,regular
401635597,2024,Virginia Tech,ACC,Georgia Tech,ACC,21,6,False,2024-10-26T16:00:00.000Z,regular
401644755,2024,Ohio,Mid-American,Buffalo,Mid-American,47,16,False,2024-10-26T16:00:00.000Z,regular
401628402,2024,Ole Miss,SEC,Oklahoma,SEC,26,14,False,2024-10-26T16:00:00.000Z,regular
401628983,2024,Navy,American Athletic,Notre Dame,FBS Independents,14,51,True,2024-10-26T16:00:00.000Z,regular
401645353,2024,Memphis,American Athletic,Charlotte,American Athletic,33,28,False,2024-10-26T16:00:00.000Z,regular
401635598,2024,Virginia,ACC,North Carolina,ACC,14,41,False,2024-10-26T16:00:00.000Z,regular
401628403,2024,Mississippi State,SEC,Arkansas,SEC,25,58,False,2024-10-26T16:45:00.000Z,regular
401643816,2024,App State,Sun Belt,Georgia State,Sun Belt,33,26,False,2024-10-26T17:00:00.000Z,regular
401645352,2024,East Carolina,American Athletic,Temple,American Athletic,56,34,False,2024-10-26T18:00:00.000Z,regular
401644687,2024,Miami (OH),Mid-American,Central Michigan,Mid-American,46,7,False,2024-10-26T18:00:00.000Z,regular
401628525,2024,Oregon,Big Ten,Illinois,Big Ten,38,9,False,2024-10-26T19:30:00.000Z,regular
401645308,2024,Massachusetts,FBS Independents,Wagner,NEC,35,7,False,2024-10-26T19:30:00.000Z,regular
401636911,2024,UCF,Big 12,BYU,Big 12,24,37,False,2024-10-26T19:30:00.000Z,regular
401636910,2024,TCU,Big 12,Texas Tech,Big 12,35,34,False,2024-10-26T19:30:00.000Z,regular
401636906,2024,Baylor,Big 12,Oklahoma State,Big 12,38,28,False,2024-10-26T19:30:00.000Z,regular
401635599,2024,Stanford,ACC,Wake Forest,ACC,24,27,False,2024-10-26T19:30:00.000Z,regular
401643817,2024,James Madison,Sun Belt,Southern Miss,Sun Belt,32,15,False,2024-10-26T19:30:00.000Z,regular
401644752,2024,Akron,Mid-American,Eastern Michigan,Mid-American,25,21,False,2024-10-26T19:30:00.000Z,regular
401644753,2024,Ball State,Mid-American,Northern Illinois,Mid-American,25,23,False,2024-10-26T19:30:00.000Z,regular
401644754,2024,Toledo,Mid-American,Bowling Green,Mid-American,26,41,False,2024-10-26T19:30:00.000Z,regular
401644756,2024,Western Michigan,Mid-American,Kent State,Mid-American,52,21,False,2024-10-26T19:30:00.000Z,regular
401628528,2024,Minnesota,Big Ten,Maryland,Big Ten,48,23,False,2024-10-26T19:30:00.000Z,regular
401629035,2024,UConn,FBS Independents,Rice,American Athletic,17,10,False,2024-10-26T19:30:00.000Z,regular
401628527,2024,Iowa,Big Ten,Northwestern,Big Ten,40,14,False,2024-10-26T19:30:00.000Z,regular
401645355,2024,Tulsa,American Athletic,UTSA,American Athletic,46,45,False,2024-10-26T19:30:00.000Z,regular
401628400,2024,Alabama,SEC,Missouri,SEC,34,0,False,2024-10-26T19:30:00.000Z,regular
401635594,2024,California,ACC,Oregon State,Pac-12,44,7,False,2024-10-26T20:00:00.000Z,regular
401628405,2024,Vanderbilt,SEC,Texas,SEC,24,27,False,2024-10-26T20:15:00.000Z,regular
401643819,2024,South Alabama,Sun Belt,UL Monroe,Sun Belt,46,17,False,2024-10-26T21:00:00.000Z,regular
401643741,2024,Colorado State,Mountain West,New Mexico,Mountain West,17,6,False,2024-10-26T21:00:00.000Z,regular
401635596,2024,Miami,ACC,Florida State,ACC,36,14,False,2024-10-26T23:00:00.000Z,regular
401643818,2024,Arkansas State,Sun Belt,Troy,Sun Belt,34,31,False,2024-10-26T23:00:00.000Z,regular
401636905,2024,Arizona,Big 12,West Virginia,Big 12,26,31,False,2024-10-26T23:00:00.000Z,regular
401636908,2024,Houston,Big 12,Utah,Big 12,17,14,False,2024-10-26T23:00:00.000Z,regular
401643745,2024,Wyoming,Mountain West,Utah State,Mountain West,25,27,False,2024-10-26T23:00:00.000Z,regular
401628531,2024,Wisconsin,Big Ten,Penn State,Big Ten,13,28,False,2024-10-26T23:30:00.000Z,regular
401628404,2024,Texas A&M,SEC,LSU,SEC,38,23,False,2024-10-26T23:30:00.000Z,regular
401628529,2024,Michigan,Big Ten,Michigan State,Big Ten,24,17,False,2024-10-26T23:30:00.000Z,regular
401628401,2024,Kentucky,SEC,Auburn,SEC,10,24,False,2024-10-26T23:45:00.000Z,regular
401643742,2024,Fresno State,Mountain West,San José State,Mountain West,33,10,False,2024-10-27T00:00:00.000Z,regular
401636909,2024,Kansas State,Big 12,Kansas,Big 12,29,27,False,2024-10-27T00:00:00.000Z,regular
401635595,2024,Duke,ACC,SMU,ACC,27,28,False,2024-10-27T00:00:00.000Z,regular
401636907,2024,Colorado,Big 12,Cincinnati,Big 12,34,23,False,2024-10-27T02:15:00.000Z,regular
401643744,2024,San Diego State,Mountain West,Washington State,Pac-12,26,29,False,2024-10-27T02:30:00.000Z,regular
401643743,2024,Hawai'i,Mountain West,Nevada,Mountain West,34,13,False,2024-10-27T03:59:00.000Z,regular
401640985,2024,Florida International,Conference USA,New Mexico State,Conference USA,34,13,True,2024-10-29T23:00:00.000Z,regular
401643820,2024,Texas State,Sun Belt,Louisiana,Sun Belt,17,23,False,2024-10-29T23:30:00.000Z,regular
401641012,2024,Sam Houston,Conference USA,Louisiana Tech,Conference USA,9,3,False,2024-10-30T00:00:00.000Z,regular
401640994,2024,Liberty,Conference USA,Jacksonville State,Conference USA,21,31,False,2024-10-30T23:00:00.000Z,regular
401641020,2024,Western Kentucky,Conference USA,Kennesaw State,Conference USA,31,14,False,2024-10-30T23:30:00.000Z,regular
401645356,2024,Charlotte,American Athletic,Tulane,American Athletic,3,34,False,2024-10-31T23:30:00.000Z,regular
401629036,2024,UConn,FBS Independents,Georgia State,Sun Belt,34,27,False,2024-11-01T23:00:00.000Z,regular
401645357,2024,Florida Atlantic,American Athletic,South Florida,American Athletic,21,44,False,2024-11-01T23:30:00.000Z,regular
401643747,2024,Boise State,Mountain West,San Diego State,Mountain West,56,24,False,2024-11-02T00:00:00.000Z,regular
401644757,2024,Akron,Mid-American,Buffalo,Mid-American,30,41,False,2024-11-02T16:00:00.000Z,regular
401628410,2024,Oklahoma,SEC,Maine,CAA,59,14,False,2024-11-02T16:00:00.000Z,regular
401628539,2024,Penn State,Big Ten,Ohio State,Big Ten,13,20,False,2024-11-02T16:00:00.000Z,regular
401628538,2024,Purdue,Big Ten,Northwestern,Big Ten,20,26,False,2024-11-02T16:00:00.000Z,regular
401628533,2024,Illinois,Big Ten,Minnesota,Big Ten,17,25,False,2024-11-02T16:00:00.000Z,regular
401635601,2024,Miami,ACC,Duke,ACC,53,31,False,2024-11-02T16:00:00.000Z,regular
401645359,2024,UTSA,American Athletic,Memphis,American Athletic,44,36,False,2024-11-02T16:00:00.000Z,regular
401635516,2024,NC State,ACC,Stanford,ACC,59,28,False,2024-11-02T16:00:00.000Z,regular
401628406,2024,Arkansas,SEC,Ole Miss,SEC,31,63,False,2024-11-02T16:00:00.000Z,regular
401635604,2024,Syracuse,ACC,Virginia Tech,ACC,38,31,False,2024-11-02T16:00:00.000Z,regular
401644758,2024,Eastern Michigan,Mid-American,Toledo,Mid-American,28,29,False,2024-11-02T16:00:00.000Z,regular
401643746,2024,Army,American Athletic,Air Force,Mountain West,20,3,False,2024-11-02T16:00:00.000Z,regular
401628407,2024,Auburn,SEC,Vanderbilt,SEC,7,17,False,2024-11-02T16:45:00.000Z,regular
401643821,2024,App State,Sun Belt,Old Dominion,Sun Belt,28,20,False,2024-11-02T18:30:00.000Z,regular
401645358,2024,UAB,American Athletic,Tulsa,American Athletic,59,21,False,2024-11-02T18:30:00.000Z,regular
401636913,2024,Houston,Big 12,Kansas State,Big 12,24,19,False,2024-11-02T19:30:00.000Z,regular
401641026,2024,UTEP,Conference USA,Middle Tennessee,Conference USA,13,20,False,2024-11-02T19:30:00.000Z,regular
401628534,2024,Michigan State,Big Ten,Indiana,Big Ten,10,47,False,2024-11-02T19:30:00.000Z,regular
401628536,2024,Michigan,Big Ten,Oregon,Big Ten,17,38,False,2024-11-02T19:30:00.000Z,regular
401628537,2024,Nebraska,Big Ten,UCLA,Big Ten,20,27,False,2024-11-02T19:30:00.000Z,regular
401636915,2024,Oklahoma State,Big 12,Arizona State,Big 12,21,42,False,2024-11-02T19:30:00.000Z,regular
401636914,2024,Iowa State,Big 12,Texas Tech,Big 12,22,23,False,2024-11-02T19:30:00.000Z,regular
401635602,2024,Florida State,ACC,North Carolina,ACC,11,35,False,2024-11-02T19:30:00.000Z,regular
401643822,2024,Marshall,Sun Belt,UL Monroe,Sun Belt,28,23,False,2024-11-02T19:30:00.000Z,regular
401636916,2024,UCF,Big 12,Arizona,Big 12,56,12,False,2024-11-02T19:30:00.000Z,regular
401628408,2024,Georgia,SEC,Florida,SEC,34,20,True,2024-11-02T19:30:00.000Z,regular
401643824,2024,Troy,Sun Belt,Coastal Carolina,Sun Belt,38,24,False,2024-11-02T20:00:00.000Z,regular
401643750,2024,New Mexico,Mountain West,Wyoming,Mountain West,45,49,False,2024-11-02T20:00:00.000Z,regular
401645360,2024,Rice,American Athletic,Navy,American Athletic,24,10,False,2024-11-02T20:00:00.000Z,regular
401628409,2024,Mississippi State,SEC,Massachusetts,FBS Independents,45,20,False,2024-11-02T20:15:00.000Z,regular
401643749,2024,Fresno State,Mountain West,Hawai'i,Mountain West,20,21,False,2024-11-02T23:00:00.000Z,regular
401643823,2024,South Alabama,Sun Belt,Georgia Southern,Sun Belt,30,34,False,2024-11-02T23:30:00.000Z,regular
401628535,2024,Iowa,Big Ten,Wisconsin,Big Ten,42,10,False,2024-11-02T23:30:00.000Z,regular
401635600,2024,Clemson,ACC,Louisville,ACC,21,33,False,2024-11-02T23:30:00.000Z,regular
401628411,2024,South Carolina,SEC,Texas A&M,SEC,44,20,False,2024-11-02T23:30:00.000Z,regular
401628540,2024,Washington,Big Ten,USC,Big Ten,26,21,False,2024-11-02T23:30:00.000Z,regular
401628412,2024,Tennessee,SEC,Kentucky,SEC,28,18,False,2024-11-02T23:45:00.000Z,regular
401643748,2024,Nevada,Mountain West,Colorado State,Mountain West,21,38,False,2024-11-03T00:00:00.000Z,regular
401635627,2024,SMU,ACC,Pittsburgh,ACC,48,25,False,2024-11-03T00:00:00.000Z,regular
401636912,2024,Baylor,Big 12,TCU,Big 12,37,34,False,2024-11-03T00:00:00.000Z,regular
401644760,2024,Central Michigan,Mid-American,Bowling Green,Mid-American,13,23,False,2024-11-06T00:30:00.000Z,regular
401644688,2024,Ball State,Mid-American,Miami (OH),Mid-American,21,27,False,2024-11-06T01:00:00.000Z,regular
401644761,2024,Kent State,Mid-American,Ohio,Mid-American,0,41,False,2024-11-07T00:00:00.000Z,regular
401644762,2024,Western Michigan,Mid-American,Northern Illinois,Mid-American,28,42,False,2024-11-07T00:00:00.000Z,regular
401645361,2024,East Carolina,American Athletic,Florida Atlantic,American Athletic,49,14,False,2024-11-08T01:00:00.000Z,regular
401643825,2024,Coastal Carolina,Sun Belt,App State,Sun Belt,38,24,False,2024-11-08T01:00:00.000Z,regular
401634773,2024,Wake Forest,ACC,California,ACC,36,46,False,2024-11-09T01:00:00.000Z,regular
401628542,2024,UCLA,Big Ten,Iowa,Big Ten,20,17,False,2024-11-09T02:00:00.000Z,regular
401645362,2024,Memphis,American Athletic,Rice,American Athletic,27,20,False,2024-11-09T02:00:00.000Z,regular
401643754,2024,San Diego State,Mountain West,New Mexico,Mountain West,16,21,False,2024-11-09T03:30:00.000Z,regular
401645363,2024,South Florida,American Athletic,Navy,American Athletic,7,28,False,2024-11-09T17:00:00.000Z,regular
401628544,2024,Rutgers,Big Ten,Minnesota,Big Ten,26,19,False,2024-11-09T17:00:00.000Z,regular
401643828,2024,UL Monroe,Sun Belt,Texas State,Sun Belt,17,38,False,2024-11-09T17:00:00.000Z,regular
401636918,2024,Cincinnati,Big 12,West Virginia,Big 12,24,31,False,2024-11-09T17:00:00.000Z,regular
401628417,2024,Texas,SEC,Florida,SEC,49,17,False,2024-11-09T17:00:00.000Z,regular
401635606,2024,Boston College,ACC,Syracuse,ACC,37,31,False,2024-11-09T17:00:00.000Z,regular
401628545,2024,Ohio State,Big Ten,Purdue,Big Ten,45,0,False,2024-11-09T17:00:00.000Z,regular
401635609,2024,Georgia Tech,ACC,Miami,ACC,28,23,False,2024-11-09T17:00:00.000Z,regular
401640995,2024,Middle Tennessee,Conference USA,Liberty,Conference USA,17,37,False,2024-11-09T18:00:00.000Z,regular
401629037,2024,UAB,American Athletic,UConn,FBS Independents,23,31,False,2024-11-09T19:30:00.000Z,regular
401643829,2024,Southern Miss,Sun Belt,Marshall,Sun Belt,3,37,False,2024-11-09T20:00:00.000Z,regular
401629045,2024,North Texas,American Athletic,Army,American Athletic,3,14,False,2024-11-09T20:30:00.000Z,regular
401628414,2024,Ole Miss,SEC,Georgia,SEC,28,10,False,2024-11-09T20:30:00.000Z,regular
401643826,2024,James Madison,Sun Belt,Georgia State,Sun Belt,38,7,False,2024-11-09T20:30:00.000Z,regular
401628541,2024,Indiana,Big Ten,Michigan,Big Ten,20,15,False,2024-11-09T20:30:00.000Z,regular
401635608,2024,NC State,ACC,Duke,ACC,19,29,False,2024-11-09T20:30:00.000Z,regular
401636919,2024,Kansas,Big 12,Iowa State,Big 12,45,36,True,2024-11-09T20:30:00.000Z,regular
401643755,2024,Oregon State,Pac-12,San José State,Mountain West,13,24,False,2024-11-09T20:30:00.000Z,regular
401635607,2024,Virginia Tech,ACC,Clemson,ACC,14,24,False,2024-11-09T20:30:00.000Z,regular
401641021,2024,UTEP,Conference USA,Kennesaw State,Conference USA,43,35,False,2024-11-09T21:00:00.000Z,regular
401636921,2024,Texas Tech,Big 12,Colorado,Big 12,27,41,False,2024-11-09T21:00:00.000Z,regular
401645364,2024,Tulane,American Athletic,Temple,American Athletic,52,6,False,2024-11-09T21:00:00.000Z,regular
401628418,2024,Vanderbilt,SEC,South Carolina,SEC,7,28,False,2024-11-09T21:15:00.000Z,regular
401641004,2024,Louisiana Tech,Conference USA,Jacksonville State,Conference USA,37,44,False,2024-11-09T21:30:00.000Z,regular
401643827,2024,Louisiana,Sun Belt,Arkansas State,Sun Belt,55,19,False,2024-11-09T22:00:00.000Z,regular
401641036,2024,New Mexico State,Conference USA,Western Kentucky,Conference USA,28,41,False,2024-11-09T23:00:00.000Z,regular
401636917,2024,Arizona State,Big 12,UCF,Big 12,35,31,False,2024-11-10T00:00:00.000Z,regular
