id,team,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location,lat,lon
142,Missouri,Tigers,MIZ,"['MIZ', 'Missouri']",Big 12,North,fbs,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",@MizzouFootball,"{'id': 3838, 'name': 'Memorial Stadium', 'city': 'Columbia', 'state': 'MO', 'zip': '65211', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 38.9358491, 'longitude': -92.3332009, 'elevation': '212.6865692', 'capacity': 71168, 'constructionYear': 1927, 'grass': False, 'dome': False}",38.9358491,-92.3332009
152,NC State,Wolfpack,NCSU,"['North Carolina St.', 'NCSU', 'NC State']",ACC,Atlantic,fbs,#cc0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png']",@PackFootball,"{'id': 3670, 'name': 'Carter-Finley Stadium', 'city': 'Raleigh', 'state': 'NC', 'zip': '27695', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 35.8008001, 'longitude': -78.7195655, 'elevation': '117.0089951', 'capacity': 58000, 'constructionYear': 1966, 'grass': True, 'dome': False}",35.8008001,-78.7195655
158,Nebraska,Cornhuskers,NEB,"['NEB', 'Nebraska']",Big 12,North,fbs,#d00000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/158.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png']",@HuskerFBNation,"{'id': 3834, 'name': 'Memorial Stadium (Lincoln, NE)', 'city': 'Lincoln', 'state': 'NE', 'zip': '68588', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 40.820682, 'longitude': -96.705594, 'elevation': '354.9318848', 'capacity': 85458, 'constructionYear': 1923, 'grass': False, 'dome': False}",40.820682,-96.705594
160,New Hampshire,Wildcats,UNH,"['UNH', 'New Hampshire']",CAA,North,fcs,#004990,#c3c4c6,"['http://a.espncdn.com/i/teamlogos/ncaa/500/160.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/160.png']",@UNH_Football,"{'id': 3688, 'name': 'Wildcat Stadium', 'city': 'Durham', 'state': 'NH', 'zip': '3824 ', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 43.1386231, 'longitude': -70.9393077, 'elevation': '19.05943298', 'capacity': 11015, 'constructionYear': 1936, 'grass': False, 'dome': False}",43.1386231,-70.9393077
153,North Carolina,Tar Heels,UNC,"['UNC', 'North Carolina']",ACC,Coastal,fbs,#7bafd4,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",@UNCFootball,"{'id': 3787, 'name': 'Kenan Stadium', 'city': 'Chapel Hill', 'state': 'NC', 'zip': '27515', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 35.9069294, 'longitude': -79.0478889, 'elevation': '127.7569809', 'capacity': 50500, 'constructionYear': 1927, 'grass': False, 'dome': False}",35.9069294,-79.0478889
2459,Northern Illinois,Huskies,NIU,"['NIU', 'N Illinois']",Mid-American,West,fbs,#F1122C,#cc0000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2459.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2459.png']",@NIU_Football,"{'id': 3764, 'name': 'Huskie Stadium', 'city': 'DeKalb', 'state': 'IL', 'zip': '60115', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 41.9339586, 'longitude': -88.7778357, 'elevation': '267.4530029', 'capacity': 23595, 'constructionYear': 1965, 'grass': False, 'dome': False}",41.9339586,-88.7778357
195,Ohio,Bobcats,OHIO,"['OHIO', 'Ohio']",Mid-American,East,fbs,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']",@OhioFootball,"{'id': 3876, 'name': 'Peden Stadium', 'city': 'Athens', 'state': 'OH', 'zip': '45701', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.3212794, 'longitude': -82.1034315, 'elevation': '194.230896', 'capacity': 24000, 'constructionYear': 1929, 'grass': False, 'dome': False}",39.3212794,-82.1034315
201,Oklahoma,Sooners,OU,"['OU', 'Oklahoma']",Big 12,South,fbs,#a32036,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/201.png']",@OU_Football,"{'id': 3835, 'name': 'Memorial Stadium (Norman, OK)', 'city': 'Norman', 'state': 'OK', 'zip': '73019', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 35.2058537, 'longitude': -97.4423145, 'elevation': '355.0962524', 'capacity': 86112, 'constructionYear': 1925, 'grass': True, 'dome': False}",35.2058537,-97.4423145
197,Oklahoma State,Cowboys,OKST,"['OKST', 'Oklahoma St']",Big 12,South,fbs,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",@CowboyFB,"{'id': 3646, 'name': 'Boone Pickens Stadium', 'city': 'Stillwater', 'state': 'OK', 'zip': '74078', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 36.125673, 'longitude': -97.066513, 'elevation': '276.4808655', 'capacity': 55509, 'constructionYear': 1919, 'grass': False, 'dome': False}",36.125673,-97.066513
145,Ole Miss,Rebels,MISS,"['MISS', 'Ole Miss']",SEC,West,fbs,#13294b,#c8102e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/145.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/145.png']",@OleMissFB,"{'id': 3974, 'name': 'Vaught-Hemingway Stadium', 'city': 'Oxford', 'state': 'MS', 'zip': '38677', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 34.3619837, 'longitude': -89.5342076, 'elevation': '146.8517151', 'capacity': 64038, 'constructionYear': 1915, 'grass': True, 'dome': False}",34.3619837,-89.5342076
2504,Prairie View A&M,Panthers,PV,"['PV', 'Prairie View']",SWAC,West,fcs,#4d0960,#null,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2504.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2504.png']",@PVAMU_Football,"{'id': 5238, 'name': 'Panther Stadium', 'city': 'Prairie View', 'state': 'TX', 'zip': '28202', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 30.0937874, 'longitude': -95.9960913, 'elevation': '77.36286926', 'capacity': 15000, 'constructionYear': 2016, 'grass': True, 'dome': False}",30.0937874,-95.9960913
227,Rhode Island,Rams,URI,"['URI', 'Rhode Island']",CAA,North,fcs,#091f3f,#5ab3e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/227.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/227.png']",@RhodyFootball,"{'id': 3824, 'name': 'Meade Stadium', 'city': 'Kingston', 'state': 'RI', 'zip': '2881 ', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 41.4879984, 'longitude': -71.5347458, 'elevation': '32.68801498', 'capacity': 8000, 'constructionYear': 1928, 'grass': True, 'dome': False}",41.4879984,-71.5347458
242,Rice,Owls,RICE,"['RICE', 'Rice']",Conference USA,West,fbs,#d1d5d8,#003d7d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/242.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/242.png']",@RiceFootball,"{'id': 3895, 'name': 'Rice Stadium', 'city': 'Houston', 'state': 'TX', 'zip': '77251', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 29.7163297, 'longitude': -95.4093261, 'elevation': '7.148301601', 'capacity': 47000, 'constructionYear': 1950, 'grass': False, 'dome': False}",29.7163297,-95.4093261
257,Richmond,Spiders,RICH,"['RICH', 'Richmond']",CAA,South,fcs,#9e0712,#b90b2e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/257.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/257.png']",@SpiderFootball,"{'id': 2068, 'name': 'E. Claiborne Robins Stadium', 'city': 'Richmond', 'state': 'VA', 'zip': '23173', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 37.5807765, 'longitude': -77.5372211, 'elevation': '60.03879166', 'capacity': 8217, 'constructionYear': 2010, 'grass': False, 'dome': False}",37.5807765,-77.5372211
2567,SMU,Mustangs,SMU,"['Southern Methodist', 'SMU', 'SMU']",Conference USA,West,fbs,#354ca1,#cc0035,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2567.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2567.png']",@SMUFB,"{'id': 3735, 'name': 'Gerald J. Ford Stadium', 'city': 'University Park', 'state': 'TX', 'zip': '75275', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 32.8377223, 'longitude': -96.7827859, 'elevation': '169.4058075', 'capacity': 32000, 'constructionYear': 2000, 'grass': False, 'dome': False}",32.8377223,-96.7827859
2579,South Carolina,Gamecocks,SC,"['SC', 'South Carolina']",SEC,East,fbs,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']",@GamecockFB,"{'id': 3994, 'name': 'Williams-Brice Stadium', 'city': 'Columbia', 'state': 'SC', 'zip': '29208', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 33.9730239, 'longitude': -81.0191726, 'elevation': '60.54548645', 'capacity': 80250, 'constructionYear': 1934, 'grass': True, 'dome': False}",33.9730239,-81.0191726
2582,Southern,Jaguars,SOU,"['SOU', 'Southern']",SWAC,West,fcs,#004B97,#ffc82d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2582.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2582.png']",@SouthernUsports,"{'id': 3599, 'name': 'Ace W. Mumford Stadium', 'city': 'Baton Rouge', 'state': 'LA', 'zip': '70807', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 30.5221461, 'longitude': -91.1896087, 'elevation': '20.24213219', 'capacity': 28500, 'constructionYear': 1928, 'grass': False, 'dome': False}",30.5221461,-91.1896087
2572,Southern Miss,Golden Eagles,USM,"['Southern Mississippi', 'USM', 'Southern Miss']",Conference USA,East,fbs,#FFAA3C,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png']",@SouthernMissFB,"{'id': 3815, 'name': 'M. M. Roberts Stadium', 'city': 'Hattiesburg', 'state': 'MS', 'zip': '39402', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 31.3289321, 'longitude': -89.3318118, 'elevation': '64.52726746', 'capacity': 36000, 'constructionYear': 1932, 'grass': False, 'dome': False}",31.3289321,-89.3318118
218,Temple,Owls,TEM,"['TEM', 'Temple']",Mid-American,East,fbs,#A80532,#a7a9ac,"['http://a.espncdn.com/i/teamlogos/ncaa/500/218.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png']",@Temple_FB,"{'id': 3806, 'name': 'Lincoln Financial Field', 'city': 'Philadelphia', 'state': 'PA', 'zip': '19122', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.9007995, 'longitude': -75.1675414, 'elevation': '3.198706865', 'capacity': 69879, 'constructionYear': 2003, 'grass': False, 'dome': False}",39.9007995,-75.1675414
2633,Tennessee,Volunteers,TENN,"['TENN', 'Tennessee']",SEC,East,fbs,#ff8200,#58595b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2633.png']",@Vol_Football,"{'id': 3853, 'name': 'Neyland Stadium', 'city': 'Knoxville', 'state': 'TN', 'zip': '37996', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 35.9550131, 'longitude': -83.9250128, 'elevation': '271.9517212', 'capacity': 102455, 'constructionYear': 1921, 'grass': True, 'dome': False}",35.9550131,-83.9250128
251,Texas,Longhorns,TEX,"['TEX', 'Texas']",Big 12,South,fbs,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']",@TexasFootball,"{'id': 3910, 'name': 'DKR-Texas Memorial Stadium', 'city': 'Austin', 'state': 'TX', 'zip': '78712', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 30.2836813, 'longitude': -97.7325345, 'elevation': '160.3089447', 'capacity': 100119, 'constructionYear': 1924, 'grass': False, 'dome': False}",30.2836813,-97.7325345
245,Texas A&M,Aggies,TA&M,"['TA&M', 'Texas A&M']",Big 12,South,fbs,#500000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/245.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/245.png']",@AggieFootball,"{'id': 3795, 'name': 'Kyle Field', 'city': 'College Station', 'state': 'TX', 'zip': '77843', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 30.6098891, 'longitude': -96.3403828, 'elevation': '108.824585', 'capacity': 102733, 'constructionYear': 1927, 'grass': True, 'dome': False}",30.6098891,-96.3403828
2640,Texas Southern,Tigers,TXSO,"['TXSO', 'Texas Southern']",SWAC,West,fcs,#860038,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2640.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2640.png']",@TSUFootball,"{'id': 3631, 'name': 'BBVA Compass Stadium', 'city': 'Houston', 'state': 'TX', 'zip': '77003', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 29.7521988, 'longitude': -95.3524146, 'elevation': '13.68128395', 'capacity': 22000, 'constructionYear': 2012, 'grass': True, 'dome': False}",29.7521988,-95.3524146
2641,Texas Tech,Red Raiders,TTU,"['TTU', 'Texas Tech']",Big 12,South,fbs,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']",@TexasTechFB,"{'id': 3784, 'name': 'Jones AT&T Stadium', 'city': 'Lubbock', 'state': 'TX', 'zip': '79409', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 33.5910518, 'longitude': -101.8728824, 'elevation': '980.7632446', 'capacity': 60454, 'constructionYear': 1947, 'grass': False, 'dome': False}",33.5910518,-101.8728824
2649,Toledo,Rockets,TOL,"['TOL', 'Toledo']",Mid-American,West,fbs,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']",@ToledoFB,"{'id': 3739, 'name': 'Glass Bowl', 'city': 'Toledo', 'state': 'OH', 'zip': '43606', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 41.6574777, 'longitude': -83.6135652, 'elevation': '181.4839783', 'capacity': 26038, 'constructionYear': 1937, 'grass': False, 'dome': False}",41.6574777,-83.6135652
119,Towson,Tigers,TOW,"['TOW', 'Towson']",CAA,South,fcs,#FFC229,#null,"['http://a.espncdn.com/i/teamlogos/ncaa/500/119.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/119.png']",@Towson_FB,"{'id': 3781, 'name': 'Johnny Unitas Stadium', 'city': 'Towson', 'state': 'MD', 'zip': '21252', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 39.3885683, 'longitude': -76.6159716, 'elevation': '117.6974106', 'capacity': 11200, 'constructionYear': 1978, 'grass': False, 'dome': False}",39.3885683,-76.6159716
2653,Troy,Trojans,TROY,"['TROY', 'Troy']",Sun Belt,East,fbs,#AE0210,#88898c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2653.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2653.png']",@TroyTrojansFB,"{'id': 3975, 'name': 'Veterans Memorial Stadium (AL)', 'city': 'Troy', 'state': 'AL', 'zip': '36082', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 31.7995565, 'longitude': -85.9518328, 'elevation': '154.7746277', 'capacity': 30000, 'constructionYear': 1950, 'grass': False, 'dome': False}",31.7995565,-85.9518328
2655,Tulane,Green Wave,TULN,"['TULN', 'Tulane']",Conference USA,West,fbs,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",@GreenWaveFB,"{'id': 4729, 'name': 'Yulman Stadium', 'city': 'New Orleans', 'state': 'LA', 'zip': '70118', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 29.944616, 'longitude': -90.116692, 'elevation': '0.0000000000000000000000000000000000000118', 'capacity': 30000, 'constructionYear': 2014, 'grass': False, 'dome': False}",29.944616,-90.116692
202,Tulsa,Golden Hurricane,TLSA,"['TLSA', 'Tulsa']",Conference USA,West,fbs,#003595,#d0b787,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",@TulsaFootball,"{'id': 3674, 'name': 'Chapman Stadium', 'city': 'Tulsa', 'state': 'OK', 'zip': '74194', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 36.1489175, 'longitude': -95.9437853, 'elevation': '235.5928345', 'capacity': 30000, 'constructionYear': 1930, 'grass': False, 'dome': False}",36.1489175,-95.9437853
5,UAB,Blazers,UAB,"['Alabama-Birmingham', 'UAB', 'UAB']",Conference USA,East,fbs,#003b28,#ffc845,"['http://a.espncdn.com/i/teamlogos/ncaa/500/5.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/5.png']",@UAB_FB,"{'id': 7221, 'name': 'Protective Stadium', 'city': 'Birmingham', 'state': 'AL', 'zip': '35203', 'countryCode': 'US', 'timezone': None, 'latitude': 33.5206824, 'longitude': -86.8024326, 'elevation': None, 'capacity': 0, 'constructionYear': None, 'grass': False, 'dome': False}",33.5206824,-86.8024326
2116,UCF,Knights,UCF,"['Central Florida', 'UCF', 'UCF']",Conference USA,East,fbs,#ba9b37,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2116.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2116.png']",@UCF_Football,"{'id': 3652, 'name': 'FBC Mortgage Stadium', 'city': 'Orlando', 'state': 'FL', 'zip': '32816', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 28.6079765, 'longitude': -81.1927233, 'elevation': '20.94113731', 'capacity': 44206, 'constructionYear': 2007, 'grass': True, 'dome': False}",28.6079765,-81.1927233
2433,UL Monroe,Warhawks,ULM,"['La.-Monroe', 'ULM', 'UL Monroe']",Sun Belt,East,fbs,#231F20,#b18445,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2433.png']",@ULM_FB,"{'id': 3817, 'name': 'Malone Stadium', 'city': 'Monroe', 'state': 'LA', 'zip': '71209', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 32.5308089, 'longitude': -92.0660602, 'elevation': '22.998209', 'capacity': 27617, 'constructionYear': 1978, 'grass': False, 'dome': False}",32.5308089,-92.0660602
2638,UTEP,Miners,UTEP,"['Texas-El Paso', 'UTEP', 'UTEP']",Conference USA,West,fbs,#ff8200,#041e42,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png']",@UTEPFB,"{'id': 3946, 'name': 'Sun Bowl', 'city': 'El Paso', 'state': 'TX', 'zip': '79968', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 31.7733353, 'longitude': -106.507957, 'elevation': '1183.697876', 'capacity': 51500, 'constructionYear': 1963, 'grass': False, 'dome': False}",31.7733353,-106.507957
238,Vanderbilt,Commodores,VAN,"['VAN', 'Vanderbilt']",SEC,East,fbs,#866d4b,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/238.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png']",@VandyFootball,"{'id': 3973, 'name': 'FirstBank Stadium', 'city': 'Nashville', 'state': 'TN', 'zip': '37212', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 36.1440455, 'longitude': -86.8088942, 'elevation': '159.9194641', 'capacity': 40351, 'constructionYear': 1922, 'grass': False, 'dome': False}",36.1440455,-86.8088942
222,Villanova,Wildcats,VILL,"['VILL', 'Villanova']",CAA,South,fcs,#00205b,#13b5ea,"['http://a.espncdn.com/i/teamlogos/ncaa/500/222.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/222.png']",@NovaFootball,"{'id': 717, 'name': 'Villanova Stadium', 'city': 'Villanova', 'state': 'PA', 'zip': '19085', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.0343329, 'longitude': -75.3367666, 'elevation': '127.3836746', 'capacity': 12500, 'constructionYear': 1927, 'grass': False, 'dome': False}",40.0343329,-75.3367666
258,Virginia,Cavaliers,UVA,"['UVA', 'Virginia']",ACC,Coastal,fbs,#232d4b,#f84c1e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",@UVAFootball,"{'id': 3923, 'name': 'Scott Stadium', 'city': 'Charlottesville', 'state': 'VA', 'zip': '22904', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 38.0311801, 'longitude': -78.5137897, 'elevation': '170.4677429', 'capacity': 61500, 'constructionYear': 1931, 'grass': True, 'dome': False}",38.0311801,-78.5137897
259,Virginia Tech,Hokies,VT,"['VT', 'Virginia Tech']",ACC,Coastal,fbs,#630031,#cf4520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",@VT_Football,"{'id': 3799, 'name': 'Lane Stadium', 'city': 'Blacksburg', 'state': 'VA', 'zip': '24061', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 37.2199873, 'longitude': -80.4180643, 'elevation': '632.2631226', 'capacity': 65632, 'constructionYear': 1965, 'grass': True, 'dome': False}",37.2199873,-80.4180643
154,Wake Forest,Demon Deacons,WAKE,"['WAKE', 'Wake Forest']",ACC,Atlantic,fbs,#9E7E38,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/154.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png']",@WakeFB,"{'id': 3630, 'name': 'Allegacy Federal Credit Union Stadium', 'city': 'Winston-Salem', 'state': 'NC', 'zip': '27105', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.1305507, 'longitude': -80.2545851, 'elevation': '283.548584', 'capacity': 31500, 'constructionYear': 1968, 'grass': False, 'dome': False}",36.1305507,-80.2545851
2711,Western Michigan,Broncos,WMU,"['WMU', 'W Michigan']",Mid-American,West,fbs,#532e1f,#8b7f79,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png']",@WMU_Football,"{'id': 3980, 'name': 'Waldo Stadium', 'city': 'Kalamazoo', 'state': 'MI', 'zip': '49008', 'countryCode': 'US', 'timezone': 'America/Detroit', 'latitude': 42.2860064, 'longitude': -85.6007573, 'elevation': '243.8211212', 'capacity': 30200, 'constructionYear': 1939, 'grass': False, 'dome': False}",42.2860064,-85.6007573
2729,William & Mary,Tribe,W&M,"['W&M', 'William & Mary']",CAA,South,fcs,#103217,#f6b220,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2729.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2729.png']",@WMTribeFootball,"{'id': 3998, 'name': 'Zable Stadium', 'city': 'Williamsburg', 'state': 'VA', 'zip': '23186', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 37.2730996, 'longitude': -76.7137202, 'elevation': '26.07615852', 'capacity': 12400, 'constructionYear': 1935, 'grass': False, 'dome': False}",37.2730996,-76.7137202
12,Arizona,Wildcats,ARIZ,"['ARIZ', 'Arizona']",Pac-12,South,fbs,#0c234b,#ab0520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/12.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png']",@ArizonaFBall,"{'id': 3619, 'name': 'Arizona Stadium', 'city': 'Tucson', 'state': 'AZ', 'zip': '85721', 'countryCode': 'US', 'timezone': 'America/Phoenix', 'latitude': 32.2288054, 'longitude': -110.9488677, 'elevation': '742.1530151', 'capacity': 50782, 'constructionYear': 1928, 'grass': False, 'dome': False}",32.2288054,-110.9488677
9,Arizona State,Sun Devils,ASU,"['ASU', 'Arizona St']",Pac-12,South,fbs,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']",@ASUFootball,"{'id': 3947, 'name': 'Mountain America Stadium', 'city': 'Tempe', 'state': 'AZ', 'zip': '85287', 'countryCode': 'US', 'timezone': 'America/Phoenix', 'latitude': 33.4264471, 'longitude': -111.9325005, 'elevation': '360.1569519', 'capacity': 65870, 'constructionYear': 1958, 'grass': True, 'dome': False}",33.4264471,-111.9325005
25,California,Golden Bears,CAL,"['CAL', 'California']",Pac-12,North,fbs,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']",@CalFootball,"{'id': 3831, 'name': 'California Memorial Stadium', 'city': 'Berkeley', 'state': 'CA', 'zip': '94720', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 37.8710434, 'longitude': -122.2507729, 'elevation': '125.3108063', 'capacity': 62467, 'constructionYear': 1923, 'grass': False, 'dome': False}",37.8710434,-122.2507729
356,Illinois,Fighting Illini,ILL,"['ILL', 'Illinois']",Big Ten,Leaders,fbs,#ff5f05,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/356.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/356.png']",@IlliniFootball,"{'id': 3832, 'name': 'Memorial Stadium (Champaign, IL)', 'city': 'Champaign', 'state': 'IL', 'zip': '61820', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 40.0993268, 'longitude': -88.2359569, 'elevation': '223.2471619', 'capacity': 60670, 'constructionYear': 1923, 'grass': False, 'dome': False}",40.0993268,-88.2359569
84,Indiana,Hoosiers,IU,"['IU', 'Indiana']",Big Ten,Leaders,fbs,#990000,#edebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/84.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png']",@IndianaFootball,"{'id': 3830, 'name': 'Memorial Stadium (Bloomington, IN)', 'city': 'Bloomington', 'state': 'IN', 'zip': '47408', 'countryCode': 'US', 'timezone': 'America/Indiana/Indianapolis', 'latitude': 39.1808959, 'longitude': -86.5256217, 'elevation': '231.6500854', 'capacity': 52656, 'constructionYear': 1960, 'grass': False, 'dome': False}",39.1808959,-86.5256217
